GeneSymbol	Accession	logFC_Pr	pvals_Pr	UniquePeptides	controlOE1	controlOE2	controlOE3	controlOE4	Foxk1OE1	Foxk1OE2	Foxk1OE3	Foxk1OE4
Lztr1	Q9CQ33	-0.2682742	0.005138747	3	1.01	1.074	0.987	0.901	0.828	0.848	0.865	0.757
Lzts2	Q91YU6	-0.2321511	0.1149108	3	1.177	1.098	0.915	0.914	0.93	0.824	0.943	0.797
Lzts3	A2AHG0	0.6027646	0.02999138	1	0.617	1.24	1.168	0.841	1.19	2.067	1.406	1.208
M6pr	P24668	0.0590826	0.6456565	7	1.061	0.956	1.086	0.868	1.118	0.927	0.964	1.128
Macf1	Q9QXZ0	-0.4684992	0.03721522	73	0.998	0.996	0.937	1.119	0.673	0.867	0.749	0.638
Macrod1	Q922B1	0.2327546	0.09601327	4	0.975	1.118	0.993	0.838	1.163	1.094	1.196	1.158
Mad1l1	Q9WTX8	0.4064092	0.01492898	10	1.073	1.028	1.043	0.839	1.512	1.214	1.287	1.266
Mad2l1	Q9Z1B5	0.1585247	0.04893843	1	1.151	0.937	1.01	0.897	1.311	1.13	1.05	0.968
Madd	Q80U28	0.3735339	0.03848608	1	0.992	1.145	0.871	1.012	1.201	1.628	1.256	1.123
Maea	Q4VC33	-0.1629622	0.08626809	2	1.004	0.945	1.068	0.962	0.874	0.939	0.861	0.88
Maged1	Q9QYH6	-0.5189476	0.04475641	12	0.983	1.024	0.934	1.117	0.627	0.904	0.725	0.576
Magi1	Q6RHR9	-0.5466344	0.001947808	1	1.043	0.953	0.976	1.058	0.719	0.698	0.684	0.658
Magoh	P61327	0.2577454	0.02566455	2	0.972	1.019	0.973	1.044	1.241	1.105	1.254	1.192
Magt1	Q9CQY5	0.03021461	0.7001572	5	0.989	0.984	1.022	0.974	1.044	0.975	0.924	1.11
Maip1	Q8BHE8	0.3575607	0.000238979	3	1.11	0.881	0.986	1.062	1.395	1.16	1.239	1.381
Malsu1	Q9CWV0	0.2013589	0.3497623	1	0.948	1	1.213	0.718	1.164	0.904	1.189	1.203
Man1a1	P45700	0.1306154	0.05987971	3	1.01	0.982	0.981	1.016	1.083	1.136	1.118	1.03
Man1a2	P39098	-0.2769442	0.003383296	2	1.036	1.01	0.977	0.979	0.833	0.816	0.789	0.865
Man1b1	A2AJ15	-0.01785401	0.8798686	3	1.069	0.968	1.066	0.881	0.936	0.927	0.987	1.085
Man2a1	P27046	0.1879493	0.02478335	18	0.994	1.01	0.96	1.075	1.131	1.225	1.117	1.128
Man2a2	Q8BRK9	-0.1739452	0.03040628	5	0.973	0.956	0.972	1.052	0.905	0.898	0.823	0.878
Man2b1	O09159	-0.7230012	0.002172177	17	0.959	1.021	0.961	1.103	0.638	0.568	0.622	0.622
Man2b2	O54782	-0.8295966	0.006244871	6	0.936	1.026	0.928	1.13	0.54	0.592	0.615	0.515
Man2c1	Q91W89	0.4102482	0.009568425	11	1.044	1.001	0.952	1.001	1.286	1.427	1.375	1.225
Manba	Q8K2I4	-0.2816725	0.06026605	6	0.983	1.068	0.882	1.087	0.775	0.966	0.815	0.751
Manbal	Q9D8X0	0.05035036	0.1946903	2	1.023	1.04	1.036	0.871	1.074	1.051	1.028	0.958
Manea	Q6NXH2	0.2299374	0.05043583	1	0.96	1.055	0.971	1.019	1.192	1.261	1.214	1.03
Manf	Q9CXI5	0.2946369	0.02702231	5	0.942	1.068	1.067	0.904	1.204	1.161	1.258	1.26
Maoa	Q64133	0.2214707	0.000853321	18	1.009	0.996	0.964	1.057	1.212	1.151	1.113	1.218
Map1a	Q9QYR6	-1.766547	2.59E-05	23	0.96	1.061	0.971	0.999	0.279	0.344	0.295	0.255
Map1b	P14873	0.05697962	0.6914363	2	1.061	1.044	1.027	0.79	1.011	1.092	0.899	1.078
Map1lc3a	Q91VR7	0.584351	0.1805403	1	0.934	1.133	1.038	0.828	1.768	0.968	1.261	1.9
Map1lc3b	Q9CQV6	-0.01356719	0.9269344	1	0.997	0.96	1.099	0.897	1.052	0.842	0.904	1.118
Map1s	Q8C052	-0.5193387	0.003525706	15	1.014	1.02	0.966	1.072	0.703	0.746	0.728	0.664
Map2k1	P31938	0.4910419	0.05990085	4	1.068	1	1	0.925	1.581	1.12	1.251	1.66
Map2k2	Q63932	0.02084648	0.7808725	2	0.969	0.966	1.053	0.997	1.08	0.916	0.97	1.077
Map2k3	O09110	-0.460364	0.000355566	6	1.062	1.015	0.987	0.999	0.767	0.714	0.707	0.765
Map2k4	P47809	-0.06874796	0.2547064	8	1.07	1.008	0.942	0.977	0.925	0.997	0.937	0.952
Map2k5	Q9WVS7	-0.1325952	0.00749323	1	1.023	1.018	0.951	1.028	0.925	0.924	0.902	0.916
Map2k6	P70236	-0.3806175	0.000670704	4	1.066	0.972	0.952	1.055	0.878	0.731	0.695	0.803
Map3k12	Q60700	-0.08225128	0.1730818	1	1.038	0.974	0.972	1.04	0.94	0.863	0.998	1
Map3k2	Q61083	0.08118176	0.3351897	2	0.975	1.069	1.019	0.945	1.083	1.054	0.982	1.121
Map3k3	Q61084	-0.3443376	0.05232743	2	1.098	0.964	0.977	1.016	0.844	0.66	0.966	0.724
Map3k4	O08648	0.09271193	0.3934941	3	1.007	0.889	0.946	1.015	0.954	1.134	1.003	1.022
Map3k5	O35099	0.05200106	0.3044937	2	0.866	1.076	1.006	1.03	0.965	1.137	1.032	0.99
Map3k6	Q9WTR2	-1.174337	0.01594559	1	0.949	0.913	0.93	1.302	0.657	0.294	0.41	0.453
Map3k7	Q62073	-0.3500201	0.02377696	3	0.976	0.949	1.041	1.04	0.858	0.81	0.747	0.728
Map4	P27546	-0.2298384	0.2489364	40	0.973	1.031	0.903	1.14	0.782	1.069	0.886	0.714
Map4k2	Q61161	-0.007946763	0.9227567	1	1.021	1.084	0.931	0.969	0.986	1.025	1.08	0.892
Map4k3	Q99JP0	-0.2925313	0.143348	4	0.962	0.987	0.948	1.135	0.731	0.979	0.876	0.706
Map4k4	P97820	-0.3924753	0.04466484	7	1.015	0.954	0.908	1.12	0.715	0.881	0.73	0.719
Map4k5	Q8BPM2	-0.3229421	0.007109746	7	0.946	0.988	0.994	0.986	0.686	0.784	0.878	0.781
Map6	Q7TSJ2	-0.5018702	0.03691809	3	0.962	1.076	0.953	1.015	0.652	0.728	0.887	0.562
Map7d1	A2AJI0	-0.892624	0.00072214	8	0.952	1.061	0.945	1.067	0.49	0.642	0.525	0.511
Map7d2	A2AG50	0.4002629	0.02030444	8	0.992	1.024	1.003	0.956	1.275	1.525	1.329	1.117
Mapk1	P63085	-0.09505885	0.2734413	8	1.017	0.992	1.001	0.989	0.997	0.864	0.845	1.038
Mapk14	P47811	-0.520171	0.01652637	7	1.016	0.981	1.055	0.932	0.733	0.575	0.672	0.798
Mapk3	Q63844	-0.3855549	0.00578855	6	1.002	0.993	1.028	0.981	0.792	0.729	0.719	0.825
Mapk7	Q9WVS8	-0.2475463	0.04172643	3	1.011	0.983	1.064	0.963	0.87	0.843	0.777	0.897
Mapk8ip3	Q9ESN9	0.1228199	0.1041407	8	1.009	0.991	0.987	1.008	1.043	1.191	1.067	1.049
Mapk9	Q9WTU6	-0.2701738	0.01179717	7	0.962	1.042	0.985	1.022	0.86	0.811	0.769	0.886
Mapkap1	Q8BKH7	-0.05206655	0.8752395	2	1.137	1.289	0.712	0.727	1.106	0.811	1.205	0.606
Mapkapk2	P49138	-1.026579	0.000256373	4	0.942	0.926	1.047	1.084	0.455	0.477	0.496	0.535
Mapkbp1	Q6NS57	-0.4156318	0.006347908	2	1.058	0.935	0.951	1.103	0.805	0.78	0.679	0.77
Mapre1	Q61166	-0.3171487	0.02328339	6	0.995	1.033	1.017	0.948	0.832	0.752	0.756	0.865
Mapre2	Q8R001	-0.7597163	0.000159837	4	0.983	0.97	1.059	0.972	0.604	0.553	0.607	0.589
Mapre3	Q6PER3	-0.2458875	0.022514	3	0.916	1.069	0.992	0.954	0.822	0.832	0.896	0.765
02-Mar	Q922Q1	0.02838646	0.5777671	12	1.033	1.016	1.006	0.971	1.071	0.96	1.007	1.068
05-Mar	Q3KNM2	-0.1810279	0.114201	5	1.006	1.045	0.959	1.001	0.964	0.774	0.845	0.955
06-Mar	Q6ZQ89	0.1415437	0.1354214	2	0.975	1.042	0.972	0.901	1.084	1.057	1.013	1.137
Marcks	P26645	-0.7750932	0.005550077	7	0.914	1.042	1.057	1	0.635	0.528	0.545	0.637
Marcksl1	P28667	-0.4656636	0.03363898	4	0.914	0.932	1.225	0.902	0.717	0.622	0.762	0.776
Marf1	Q8BJ34	-0.01986468	0.9256813	2	1.057	0.833	1.022	1.11	0.896	1.169	1.075	0.827
Mark2	Q05512	-0.04038912	0.7067201	9	1.07	0.971	0.932	0.939	0.86	1.043	0.993	0.908
Mark3	Q03141	0.05263907	0.5569863	6	0.979	0.999	0.909	1.015	0.998	1.039	1.086	0.924
Mars	Q68FL6	0.09375956	0.02804935	26	1.019	0.974	0.978	1.05	1.093	1.081	1.042	1.075
Mars2	Q499X9	0.6185591	0.000392667	3	0.932	1.037	0.965	1.084	1.478	1.6	1.416	1.675
Marveld1	Q7TQJ1	0.06701573	0.3659198	3	1.003	0.97	1.009	1.014	1.011	1.128	1.083	0.964
Mast2	Q60592	-0.1096909	0.48048	2	1.029	0.94	1.017	1.016	0.831	1.122	0.951	0.805
Mast4	Q811L6	-0.3620585	0.0788127	3	0.999	1.052	0.904	1.073	0.662	0.925	0.869	0.678
Mat2a	Q3THS6	-0.2600003	0.001935056	14	0.994	0.993	0.994	1.009	0.857	0.804	0.799	0.872
Mat2b	Q99LB6	-0.113793	0.02978076	6	1.022	0.995	1.029	0.949	0.949	0.882	0.935	0.926
Matn2	O08746	-0.07764089	0.361789	3	1.046	1.017	0.971	0.955	0.869	1.022	0.892	0.997
Matr3	Q8K310	0.09437311	0.1057746	13	0.975	0.985	1.039	0.995	1.021	1.14	1.081	1.022
Mavs	Q8VCF0	-0.2537706	0.02441813	12	1.058	0.935	1.048	0.933	0.865	0.822	0.797	0.849
Maz	P56671	0.06678709	0.649272	1	0.956	1.206	0.857	0.991	1.063	1.073	1.143	0.921
Mb21d2	Q8C525	-0.09248343	0.7153302	1	1.43	0.684	1.104	0.776	1.063	0.925	0.817	0.941
Mbd2	Q9Z2E1	0.2127467	0.02190292	3	0.931	1.003	0.937	1.138	1.085	1.187	1.173	1.201
Mbd3	Q9Z2D8	0.1156162	0.003583225	2	1.022	1.029	0.987	0.953	1.097	1.088	1.085	1.054
Mblac1	Q8BWY4	0.009183322	0.8927349	3	1.05	1.002	0.965	0.898	1.107	0.889	0.969	0.975
Mblac2	Q8BL86	0.1080291	0.2139241	6	0.958	0.96	1.064	0.902	1.026	1.05	1.019	1.091
Mbnl1	Q9JKP5	-0.1738075	0.4243854	2	0.923	1.186	0.894	0.997	0.774	1.079	1.095	0.598
Mbnl2	Q8C181	0.3169434	0.2185611	1	0.877	1.231	0.877	1.016	1.009	1.501	1.544	0.93
Mboat7	Q8CHK3	-0.0993055	0.2445195	1	0.906	1.012	0.942	1.169	0.908	0.979	0.909	0.965
Mbtd1	Q6P5G3	-0.0658166	0.643311	1	0.852	1.007	1.096	1.014	0.865	1.167	0.85	0.91
Mcam	Q8R2Y2	0.3401738	0.009604365	13	1.049	0.971	1.03	0.91	1.296	1.154	1.263	1.3
Mcat	Q8R3F5	0.440116	0.004751469	12	1.003	0.985	1.035	0.969	1.417	1.245	1.329	1.425
Mccc1	Q99MR8	0.1629108	0.06274568	31	1.034	0.957	0.963	1.078	1.133	1.17	1.116	1.095
Mccc2	Q3ULD5	0.2621966	0.01148655	17	1.022	0.964	0.974	1.059	1.215	1.217	1.228	1.16
Mcee	Q9D1I5	0.2917869	0.1020673	4	0.937	1.076	1.04	0.855	0.999	1.134	1.369	1.282
Mcl1	P97287	-0.3635999	0.00109545	6	0.993	0.959	1.015	1.037	0.794	0.758	0.74	0.82
Mcm2	P97310	-0.1994858	0.08682515	2	0.935	0.923	0.997	1.071	0.775	0.856	0.97	0.818
Mcm3	P25206	-0.4496373	0.000686592	5	1.005	1.014	1.006	1.012	0.692	0.791	0.733	0.74
Mcm3ap	Q9WUU9	0.2718969	0.04852915	5	1.02	1.074	0.936	0.919	1.109	1.302	1.31	1.047
Mcm5	P49718	-0.1189738	0.2162555	6	1.063	0.985	1.019	1.064	0.895	1.055	0.893	0.961
Mcm6	P97311	-0.3109659	0.03830413	5	0.881	0.959	1.023	1.103	0.787	0.841	0.796	0.773
Mcm7	Q61881	-0.3162802	0.02674094	4	0.975	0.972	0.95	1.182	0.888	0.767	0.766	0.855
Mcmbp	Q8R3C0	0.07529422	0.04316444	7	1.027	0.937	1.012	1.037	1.086	1.03	1.028	1.084
Mcoln1	Q99J21	-0.1205939	0.1424307	4	1.02	1.008	1.014	0.936	0.974	0.853	0.878	0.954
Mcrip1	Q3UGS4	-0.1526021	0.5330026	2	1.072	0.816	1.087	1.04	0.735	1.113	1.005	0.759
Mcrip2	Q9CQB2	0.1158928	0.3557417	3	0.996	1.099	0.94	0.97	0.964	1.183	1.241	0.952
Mctp1	E9PV86	 NaN 	 NaN 	1	0	0	0	0	0	0	0	0
Mcts1	Q9DB27	-0.06057728	0.1954314	4	1.004	1.008	0.95	1.075	0.939	0.979	0.972	0.981
Mcts2	Q9CQ21	0.1188412	0.2940085	2	0.973	1.048	0.927	1.105	0.988	1.236	1.142	1.035
Mcu	Q3UMR5	0.4770645	0.001199322	5	1.028	1.004	0.949	1.048	1.425	1.311	1.412	1.46
Mcur1	Q9CXD6	0.07064533	0.2564557	4	1.051	0.935	0.994	1.045	1.143	0.937	0.972	1.175
Mdh1	P14152	0.02332477	0.7424726	13	1.046	0.972	1.015	0.955	1.072	0.915	0.971	1.095
Mdh2	P08249	0.3163742	0.02725226	16	0.954	1.163	0.957	0.882	1.191	1.267	1.354	1.114
Mdm2	P23804	0.1652789	0.3658736	3	0.979	1.009	1.069	0.848	1.158	1.047	0.934	1.24
Mdp1	Q9D967	-0.05345975	0.7050161	6	0.916	1.226	0.908	0.936	0.834	1.095	1.129	0.783
Me1	P06801	0.4870204	7.91E-05	16	1.027	0.994	0.98	1.006	1.441	1.36	1.381	1.434
Me2	Q99KE1	-0.3353889	0.001762912	12	0.981	1.042	0.949	1.039	0.788	0.817	0.787	0.787
Meaf6	Q2VPQ9	0.168557	0.1242489	1	0.899	1.069	1.008	1.01	1.194	1.116	1.062	1.108
Mecp2	Q9Z2D6	-0.2268476	0.07881907	4	0.989	1.065	0.895	1.051	0.811	0.977	0.864	0.766
Mecr	Q9DCS3	0.01969214	0.3699279	11	1.057	0.944	1.017	0.984	1.074	0.978	0.993	1.012
Med1	Q925J9	0.312302	0.06645872	3	1.148	1.012	0.901	0.969	1.217	1.427	1.267	1.093
Med12	A2AGH6	0.1119251	0.2555965	2	1.034	1.137	0.861	0.972	0.97	1.293	1.05	1.014
Mif	P34884	0.7550608	0.02416021	4	1.019	1.221	0.908	0.861	1.443	1.63	1.972	1.721
Mif4gd	Q3UBZ5	-0.2686121	0.0777098	4	1.035	0.95	1.071	0.935	0.934	0.645	0.825	0.909
Miga2	Q8BK03	-0.7318626	0.00185963	7	0.997	1.035	0.992	0.927	0.576	0.564	0.605	0.634
Mina	Q8CD15	0.2527012	0.02695403	3	0.932	1.018	0.987	1.033	1.163	1.265	1.219	1.083
Mindy4	Q3UQI9	-0.1143994	0.2901635	1	1.032	1.134	0.879	0.969	0.959	0.927	0.96	0.862
Mink1	Q9JM52	-0.204611	0.1527766	4	1.044	0.994	0.965	1.096	0.803	1.008	0.922	0.824
Minos1	Q7TNS2	0.3466923	0.0517533	1	1.002	1.067	0.923	1.028	1.447	1.138	1.311	1.216
Mios	Q8VE19	-0.08965556	0.3861754	10	1.033	0.986	0.936	1.078	0.894	1.051	0.952	0.893
Mipep	A6H611	0.3675246	0.000356905	13	1.008	0.989	1.001	1.007	1.345	1.272	1.277	1.273
Mkl2	P59759	0.1402244	0.02311203	4	0.987	0.971	1.065	0.974	1.114	1.115	1.166	1.01
Mkln1	O89050	-0.1774699	0.1359293	3	1.049	0.954	0.978	1.045	0.791	0.975	0.883	0.911
Mknk2	Q8CDB0	-0.3749893	0.02478091	1	1.23	0.837	0.966	1.017	0.883	0.538	0.859	0.843
Mkrn2	Q9ERV1	-0.0110186	0.939416	4	0.862	1.08	1.107	0.894	0.977	0.861	1.011	1.064
Mlec	Q6ZQI3	-0.1632977	0.007371343	9	1.027	0.984	0.997	1.01	0.965	0.846	0.873	0.904
Mlf2	Q99KX1	-0.1855345	0.3569209	3	0.968	1.112	0.897	1.042	0.753	1.064	1.046	0.671
Mlkl	Q9D2Y4	-0.8969933	2.19E-05	10	0.999	1.02	0.982	1.012	0.536	0.527	0.534	0.558
Mlst8	Q9DCJ1	0.04993268	0.1843969	5	0.96	1.068	1.027	0.892	0.989	1.049	1.102	0.946
Mlxip	Q2VPU4	-0.4194149	0.2055182	1	0.958	1.002	0.902	1.209	0.899	0.369	0.967	0.809
Mlxipl	Q99MZ3	0.1544279	0.03665949	2	1.049	1.029	0.983	0.922	1.076	1.189	1.141	1.027
Mlycd	Q99J39	0.2594511	0.01510698	9	0.99	0.978	1.012	0.984	1.25	1.117	1.13	1.248
Mmaa	Q8C7H1	0.1941377	0.003452889	9	1.006	0.99	1.02	0.969	1.162	1.118	1.126	1.153
Mmab	Q9D273	0.3940106	0.01762199	10	0.992	0.992	1.065	0.925	1.381	1.231	1.233	1.377
Mmachc	Q9CZD0	-0.4826156	0.06076725	1	0.92	1.139	0.934	1.006	0.614	0.976	0.815	0.457
Mmgt1	Q8K273	-0.06356841	0.3248695	2	1.045	0.934	0.998	0.99	0.956	0.923	0.883	1.034
Mmp14	P53690	-0.6206746	0.01959087	2	0.961	0.977	0.955	1.197	0.638	0.672	0.735	0.615
Mmp2	P33434	-1.405578	9.16E-05	5	0.969	1.063	0.946	1.025	0.409	0.409	0.316	0.377
Mms19	Q9D071	0.05926375	0.2750812	6	1.062	1.006	1.002	0.984	1.138	1.044	0.957	1.085
Mnat1	P51949	0.07124143	0.291125	2	0.955	0.99	1.005	1.08	1.078	0.994	0.968	1.194
Mob1b	Q8BPB0	-0.2185417	0.1886057	3	1.011	1	1.058	0.922	0.959	0.691	0.812	0.968
Mob2	Q8VI63	-0.18344	0.02458791	2	1	0.989	1.018	0.988	0.917	0.827	0.845	0.929
Mob4	Q6PEB6	0.2868222	0.06022218	4	1.006	0.975	1.076	0.953	1.327	1.077	1.159	1.329
Mocs1	Q5RKZ7	0.1648829	0.09364872	16	1	1.024	1.012	0.945	1.191	1.038	1.071	1.163
Mocs2	Q9Z223	-0.2013784	0.2974087	1	0.999	1.09	1.017	0.847	0.88	0.704	0.892	0.962
Mocs3	A2BDX3	0.04943638	0.272307	2	1.018	0.975	0.985	1.038	1.036	1.086	0.977	1.057
Mogs	Q80UM7	-0.03999663	0.2740305	17	0.997	1.013	0.953	1.06	0.943	1.03	0.95	0.99
Mon1a	Q6PDG8	-0.08810492	0.6435332	5	1.07	0.996	1.028	0.839	0.92	0.873	0.793	1.114
Mon1b	Q8BMQ8	-0.2190925	0.04166566	2	1.052	1.004	0.976	0.971	0.911	0.841	0.747	0.94
Mon2	Q80TL7	-0.1389245	0.005806931	12	1.037	1.006	1.017	1.003	0.91	0.93	0.916	0.934
Morc2a	Q69ZX6	-0.1718486	0.5358564	2	0.932	1.029	0.927	1.146	0.678	1.299	0.938	0.666
Morf4l1	P60762	0.07100688	0.6940145	1	0.967	0.985	0.981	1.071	0.903	1.2	1.253	0.85
Morf4l2	Q9R0Q4	-0.1368701	0.397686	4	0.961	1.089	0.941	1.108	0.815	1.09	1.045	0.778
Mospd2	Q9CWP6	-0.3916247	0.001042959	8	1.026	0.993	1.004	1.011	0.788	0.761	0.714	0.812
Mov10	P23249	-0.03452893	0.2905231	25	0.985	1.032	0.968	1.032	0.98	0.983	0.987	0.972
Mp68	P56379	0.07636196	0.4903021	2	1.042	1	0.972	1.015	1.174	0.863	1.016	1.195
Mpc1	P63030	0.6094216	0.000672134	1	1.018	0.993	0.979	1.026	1.535	1.436	1.513	1.643
Mpc2	Q9D023	0.6860087	0.00631294	3	0.959	1.099	0.907	1.023	1.644	1.48	1.701	1.591
Mpdu1	Q9R0Q9	0.1190103	0.136491	1	1.058	0.953	0.982	1.054	1.145	0.95	1.043	1.257
Mpdz	Q8VBX6	-0.1479799	0.1355667	5	0.898	0.933	1.131	0.977	0.901	0.737	0.976	0.941
Mphosph10	Q810V0	0.2272608	0.08870105	1	1.074	1.002	0.954	0.985	1.064	1.295	1.094	1.247
Mpi	Q924M7	-0.3238401	0.000271063	6	1.05	0.97	0.978	0.966	0.85	0.759	0.763	0.795
Mpp1	P70290	-0.04465534	0.4284622	8	1.007	1.003	1.041	0.919	0.946	0.942	0.973	0.988
Mpp5	Q9JLB2	0.128601	0.05335526	5	0.975	0.957	1.098	0.96	1.066	1.051	1.118	1.127
Mpp6	Q9JLB0	0.324668	0.007797236	11	1.003	1.003	1.026	0.966	1.261	1.2	1.218	1.328
Mpp7	Q8BVD5	-0.2633249	0.00049156	12	0.949	0.983	1.022	1.02	0.798	0.835	0.849	0.829
Mprip	P97434	0.09745487	0.178611	10	1.013	1.021	0.978	0.966	1.016	1.139	1.134	0.967
Mpst	Q99J99	0.5328053	2.45E-05	8	1.036	0.975	0.987	1.02	1.483	1.449	1.436	1.445
Mpv17	P19258	0.09293031	0.3086801	3	0.989	1.043	0.933	1.063	0.982	1.01	1.035	1.269
Mpv17l2	Q8VIK2	0.2521734	0.1506625	2	0.983	1.002	1.002	1.013	1.343	0.906	1.273	1.242
Mrc2	Q64449	-1.3034	4.42E-05	10	1.003	1.001	1.001	1.018	0.409	0.447	0.382	0.392
Mre11	Q61216	0.3618842	0.006237138	9	1.049	0.975	0.975	0.975	1.296	1.372	1.258	1.181
Mrfap1	Q9CQL7	0.3335445	0.2883615	1	1.15	1.043	0.955	0.835	1.494	0.935	0.965	1.625
Mrgbp	Q9DAT2	0.8098211	0.01079709	1	1.172	1.203	0.793	0.84	1.622	1.863	1.624	1.917
Mrgprf	Q8VCJ6	-1.732248	0.0305749	1	0.912	1.016	1.378	0.867	0.439	0	0.291	0.526
Mri1	Q9CQT1	0.07013518	0.0495021	7	1.042	1.011	0.964	1.038	1.082	1.105	0.983	1.087
Mrm1	Q99J25	0.4658121	0.004585327	3	1.021	1.012	0.966	1.021	1.349	1.4	1.487	1.316
Mrm2	Q9CPY0	0.114766	0.424932	3	1.029	1.06	0.883	1.086	1.017	1.186	1.203	0.988
Mrm3	Q5ND52	0.2686585	0.07229728	7	1.006	1.004	0.958	1.043	1.15	1.32	1.298	1.064
Mrpl1	Q99N96	0.2930336	0.01213094	5	1.026	0.961	1.05	0.937	1.195	1.152	1.239	1.283
Mrpl10	Q3TBW2	0.1690101	0.001634726	7	1.007	1.003	0.939	1.082	1.104	1.127	1.092	1.209
Mrpl11	Q9CQF0	-0.08905649	0.5256891	10	1.016	0.989	0.914	1.157	0.868	1.056	1.009	0.899
Mrpl12	Q9DB15	0.5637397	0.06347925	5	1.009	1.009	1.113	0.818	1.598	1.14	1.408	1.691
Mrpl13	Q9D1P0	0.138086	0.08868261	7	0.991	1.051	0.938	1.072	1.062	1.22	1.105	1.072
Mrpl14	Q9D1I6	0.06886937	0.7956182	3	0.944	1.068	0.887	1.171	0.863	1.369	1.253	0.784
Mrpl15	Q9CPR5	0.1804249	0.2395398	9	0.925	1.102	0.925	1.079	0.988	1.311	1.27	0.999
Mrpl16	Q99N93	0.1583745	0.3679832	4	0.935	1.199	0.824	1.041	0.913	1.178	1.263	1.109
Mrpl17	Q9D8P4	0.1239413	0.03635775	5	1.006	1.015	0.899	1.015	1.11	1.031	1.009	1.138
Mrpl18	Q9CQL5	0.1369835	0.1522353	2	0.979	1.047	0.914	1.096	1.053	1.137	1.159	1.089
Mrpl19	Q9D338	0.1942069	0.02370073	6	0.98	1.009	0.956	1.094	1.124	1.179	1.171	1.147
Mrpl2	Q9D773	-0.08993593	0.7473543	9	0.926	1.006	0.852	1.303	0.784	1.191	1.085	0.78
Mrpl21	Q9D1N9	0.3481314	0.000152533	5	0.965	1.062	0.988	0.946	1.202	1.344	1.267	1.229
Mrpl22	Q8BU88	0.08782212	0.4811092	6	0.992	0.973	0.941	1.109	0.954	1.187	1.12	1.006
Mrpl23	O35972	0.1639425	0.3180336	3	0.954	1.029	0.868	1.096	1.099	1.275	1.122	0.926
Mrpl24	Q9CQ06	0.0436209	0.8500699	9	0.916	1.044	0.883	1.229	0.864	1.206	1.245	0.882
Mrpl27	Q99N92	0.04319352	0.8987953	5	0.946	1.047	0.814	1.273	0.868	1.34	1.274	0.722
Mrpl28	Q9D1B9	0.03365857	0.7712813	3	0.99	0.963	0.954	1.16	0.963	1.164	1.03	1.006
Mrpl3	Q99N95	0.01070783	0.9443266	4	0.93	1.051	0.9	1.146	0.902	1.17	1.094	0.891
Mrpl30	Q9D7N6	0.05616197	0.7055017	2	0.954	1.02	0.921	1.186	0.961	1.21	1.108	0.964
Mrpl32	Q9DCI9	0.09702151	0.5199547	2	0.953	1.122	0.934	0.973	0.873	1.247	1.249	0.89
Mrpl33	Q9CQP0	0.2725347	0.1125925	2	0.933	1.058	0.95	1.07	1.052	1.402	1.333	1.058
Mrpl34	Q99N91	0.1464959	0.52039	2	1.005	1.056	0.887	1.094	0.947	1.346	1.307	0.874
Mrpl35	Q9CQL6	-0.2177596	0.04593334	1	0.999	1.039	0.991	0.961	0.875	0.907	0.737	0.912
Mrpl37	Q921S7	0.2175555	6.59E-05	10	0.993	0.998	1.008	1.013	1.152	1.168	1.159	1.186
Mrpl38	Q8K2M0	0.157431	0.2873751	7	0.977	1.027	0.938	1.117	1.009	1.258	1.238	1.022
Mrpl39	Q9JKF7	0.2412602	0.008574241	8	0.983	1.052	1.015	0.911	1.171	1.151	1.211	1.149
Mrpl4	Q9DCU6	0.1077548	0.5075564	6	0.994	1.044	0.899	1.112	0.946	1.292	1.163	0.962
Mrpl40	Q9Z2Q5	0.4828451	0.007762633	5	0.954	1.062	1.044	0.935	1.374	1.302	1.43	1.477
Mrpl41	Q9CQN7	0.1461178	0.5926453	6	0.965	1.057	0.849	1.182	0.924	1.383	1.323	0.855
Mrpl42	Q9CPV3	0.2308612	0.0348974	1	0.934	1.109	0.9	1.085	1.101	1.231	1.211	1.184
Mrpl43	Q99N89	0.06810548	0.4290539	4	1.018	1.008	0.915	1.093	0.974	1.103	1.093	1.059
Mrpl44	Q9CY73	0.09824634	0.1037169	5	0.998	0.936	1.014	1.082	1.091	1.073	1.005	1.145
Mrpl45	Q9D0Q7	0.1441351	0.3240042	8	0.984	1.106	0.907	1.048	0.976	1.293	1.227	0.974
Mrpl46	Q9EQI8	0.2677802	0.01406048	8	1.018	0.958	1.007	1.013	1.248	1.125	1.125	1.313
Mrpl47	Q8K2Y7	0.1444415	0.08971135	4	0.956	0.952	1.01	1.08	1.024	1.166	1.134	1.095
Mrpl48	Q8JZS9	0.2359447	0.09505897	5	0.963	1.115	0.951	0.967	1.021	1.302	1.333	1.05
Mrpl49	Q9CQ40	0.2202368	0.1446441	4	0.922	1.064	0.946	0.991	1.067	1.283	1.284	0.936
Mrpl50	Q8VDT9	0.1591109	0.230279	3	0.942	1.142	0.918	0.926	1.051	1.121	1.247	0.967
Mrpl51	Q9CPY1	-0.02081536	0.914851	1	0.921	1.116	0.871	1.141	0.845	1.129	1.175	0.842
Mrpl53	Q9D1H8	0.09206314	0.4976485	6	1.001	1.067	0.896	1.088	0.967	1.229	1.154	0.969
Mrpl55	Q9CZ83	0.1427763	0.3607137	4	0.99	0.982	0.941	1.134	0.997	1.275	1.183	1.013
