GeneSymbol	Geneid	Chromosome	logFC_RNA	Fold FC	logCPM	PValue	FDR_RNA	K1ControlOE_1	K1ControlOE_2	K1ControlOE_3	Foxk1OE_1	Foxk1OE_2	Foxk1OE_3
Capn5	ENSMUSG00000035547.14	chr7	-0.62825265	0.647	4.006504193	7.00E-11	2.01E-09	3.548129522	3.503584698	3.545313685	2.479426668	1.934786976	2.506127298
Fbxl16	ENSMUSG00000025738.7	chr17	-1.33220271	0.397	1.219316855	7.12E-11	2.05E-09	0.858502733	0.862817183	1.041640289	0.261705908	0.489354139	0.345638625
Hdac11	ENSMUSG00000034245.10	chr6	-0.720883178	0.607	3.316755037	7.40E-11	2.12E-09	3.199980275	3.04363904	3.322016346	1.919664611	2.145902369	1.778883042
Cast	ENSMUSG00000021585.8	chr13	-0.46699051	0.723	6.798651612	7.43E-11	2.13E-09	47.01813253	43.67074566	42.67301608	32.61729706	31.94789841	32.67112209
Grpel1	ENSMUSG00000029198.3	chr5	0.452171751	1.368	7.728716168	7.60E-11	2.18E-09	48.09000602	53.01459816	50.51332774	69.73505097	71.31285668	67.98506104
Pyroxd2	ENSMUSG00000060224.3	chr19	-0.584373828	0.667	4.384559728	7.81E-11	2.24E-09	7.77820266	8.400120138	7.789111171	5.355911629	5.20000261	5.546724936
Irak1bp1	ENSMUSG00000032251.12	chr9	-0.698807065	0.616	3.463692877	7.89E-11	2.26E-09	5.83101012	6.31110756	6.66577666	3.870502403	3.456278695	4.359584254
Fbln7	ENSMUSG00000027386.9	chr2	-6.561073714	0.011	-1.291711929	7.95E-11	2.27E-09	0.280800986	0.107266162	0.18155056	0	0	0
Lamc2	ENSMUSG00000026479.13	chr1	0.778000349	1.715	3.01823443	8.10E-11	2.32E-09	0.683153706	0.739401309	0.755511809	1.285433055	1.307649019	1.170292676
Smg6	ENSMUSG00000038290.15	chr11	-0.498207896	0.708	5.737214616	8.18E-11	2.34E-09	7.417877983	7.29130731	7.355266646	5.219279158	4.944809133	5.583427637
Wwc1	ENSMUSG00000018849.6	chr11	-1.242861469	0.423	1.415008505	8.22E-11	2.35E-09	0.85998632	0.651555432	0.676701762	0.313047691	0.312862811	0.30559084
Adtrp	ENSMUSG00000058022.13	chr13	0.641129552	1.56	3.88649171	8.88E-11	2.53E-09	3.630911896	4.570602448	4.456167726	6.420278227	7.039992202	6.402751693
Ipo5	ENSMUSG00000030662.9	chr14	0.456451283	1.372	7.273848514	9.05E-11	2.58E-09	28.65134995	29.32597536	26.86470878	39.11559573	38.74019843	39.45892743
Cul7	ENSMUSG00000038545.13	chr17	-0.461225567	0.726	6.980839031	9.12E-11	2.60E-09	19.56474682	17.67879535	21.7349364	14.41514036	14.57830925	14.19167899
Trp53inp2	ENSMUSG00000038375.15	chr2	0.45459553	1.37	7.373661115	9.37E-11	2.67E-09	26.5125096	27.57570836	25.37667876	35.47396072	36.55561218	37.71107184
Psmg1	ENSMUSG00000022913.14	chr16	0.506838663	1.421	5.524718191	9.40E-11	2.67E-09	27.25465575	29.02635126	27.98619571	38.76214082	41.15635792	40.71659231
Lrpap1	ENSMUSG00000029103.16	chr5	-0.462720697	0.726	6.870670624	9.51E-11	2.70E-09	32.81278223	33.34122125	32.29487578	24.06525931	24.21418299	23.70789321
Grhpr	ENSMUSG00000035637.14	chr4	0.4814986	1.396	6.153599015	9.82E-11	2.79E-09	36.12264437	38.26879271	36.12721272	49.90123091	54.4299319	51.12537971
Mmp28	ENSMUSG00000020682.17	chr11	0.483365252	1.398	6.088045817	9.92E-11	2.81E-09	13.88720295	14.5390229	15.2239181	19.6670611	21.65650271	20.16998554
Jmy	ENSMUSG00000021690.9	chr13	-0.505694606	0.704	5.504154126	1.01E-10	2.87E-09	5.769156523	6.283598041	6.06190892	4.14675694	4.179105981	4.530166367
Pip5k1b	ENSMUSG00000024867.14	chr19	-2.196328876	0.218	-0.046176521	1.02E-10	2.88E-09	0.409639085	0.37185603	0.290480897	0.039808141	0.062029802	0.129533014
Asah2	ENSMUSG00000024887.9	chr19	-0.525917048	0.695	5.125324121	1.02E-10	2.88E-09	8.746071899	9.219666416	8.306725998	6.323942396	5.997985038	6.061671972
Klhl25	ENSMUSG00000055652.14	chr7	0.576841084	1.492	4.449423687	1.04E-10	2.93E-09	4.535446528	4.519755449	4.435130894	6.595546215	7.036167791	6.641758272
Msi2	ENSMUSG00000069769.13	chr11	0.506689683	1.421	5.488473769	1.09E-10	3.08E-09	3.612686407	3.632822969	3.369164714	4.9708336	5.065941995	5.158843695
Ehd3	ENSMUSG00000024065.7	chr17	-0.542429461	0.687	4.852369562	1.10E-10	3.10E-09	9.386969327	9.828548041	8.738682967	6.24997611	6.21278147	6.872668332
Selp	ENSMUSG00000026580.16	chr1	2.502590603	5.667	-0.202308665	1.12E-10	3.15E-09	0.036246874	0.052308357	0.060363514	0.291186675	0.283582879	0.296094331
Pced1b	ENSMUSG00000044250.7	chr15	-1.871819979	0.273	0.335084842	1.14E-10	3.21E-09	0.679224864	0.603872381	1.211938971	0.243593949	0.273292356	0.166454048
Fam20a	ENSMUSG00000020614.13	chr11	-1.507744645	0.352	0.858596324	1.15E-10	3.25E-09	0.733615188	0.66697474	0.703711663	0.235737809	0.179073926	0.330801084
Megf8	ENSMUSG00000045039.9	chr7	-0.462936437	0.726	6.759905653	1.17E-10	3.30E-09	12.05047472	11.22486171	13.65091122	8.891157544	9.07637836	9.03950838
Pttg1ip	ENSMUSG00000009291.12	chr10	-0.447335239	0.733	7.732539495	1.17E-10	3.30E-09	73.64454951	71.25215894	69.12304178	53.85451237	51.2561701	53.07513172
Rap2c	ENSMUSG00000050029.7	chrX	0.492664856	1.407	5.792636765	1.19E-10	3.34E-09	12.9951332	14.1790435	11.55709105	18.12421435	18.75235265	18.00211099
Slc25a10	ENSMUSG00000025792.9	chr11	-0.435377676	0.74	9.474159492	1.21E-10	3.39E-09	225.9929551	234.745306	246.4612701	169.3816244	187.0620785	170.6265287
Plekhg2	ENSMUSG00000037552.17	chr7	-0.756680999	0.592	3.068491809	1.22E-10	3.42E-09	1.537524461	1.417895488	1.638201996	0.92952039	0.920590882	0.891999744
Birc5	ENSMUSG00000017716.15	chr11	1.037400824	2.053	1.945961051	1.22E-10	3.44E-09	1.034410354	0.559789373	0.532455163	1.573837446	1.530287237	1.32125959
Skil	ENSMUSG00000027660.16	chr3	0.579737712	1.495	4.402819273	1.23E-10	3.45E-09	1.809573031	1.952611522	1.434418661	2.629045611	2.581908903	2.604162771
Col15a1	ENSMUSG00000028339.17	chr4	0.534988959	1.449	4.963959048	1.24E-10	3.49E-09	3.661545158	3.999377221	4.271209657	5.498401534	6.14983129	5.770809013
Desi1	ENSMUSG00000022472.16	chr15	0.49595583	1.41	5.686915045	1.26E-10	3.52E-09	11.10387839	12.1451264	11.78392767	17.07155982	16.22238863	16.49236787
Zcchc6	ENSMUSG00000035248.8	chr13	-0.470462679	0.722	6.41249653	1.28E-10	3.57E-09	18.41340553	17.81905259	17.01672352	13.87017185	12.17408886	12.69236858
Ppip5k1	ENSMUSG00000033526.16	chr2	-0.476677744	0.719	6.179762434	1.31E-10	3.68E-09	6.618988097	6.586224847	6.972156969	4.738415397	4.786906254	5.090193065
Timm17a	ENSMUSG00000062580.9	chr1	0.464537947	1.38	6.639781157	1.32E-10	3.69E-09	10.51791707	10.6381451	10.51631981	15.08644325	15.45565278	13.49541013
Urb1	ENSMUSG00000039929.14	chr16	0.500455995	1.415	5.564236167	1.35E-10	3.78E-09	4.466048617	4.805576467	4.976407866	6.700915586	6.784424334	6.828477559
Sertad4	ENSMUSG00000016262.14	chr1	-0.816756771	0.568	2.763131963	1.37E-10	3.83E-09	2.174313465	1.978600985	2.490865114	1.474141997	1.040167269	1.303270347
Ran	ENSMUSG00000029430.13	chr5	0.442724617	1.359	8.014867776	1.39E-10	3.88E-09	82.9812046	83.8811661	80.6199758	114.0852281	109.9536604	114.962753
Pdk4	ENSMUSG00000019577.6	chr6	0.469329117	1.384	6.415141266	1.43E-10	3.98E-09	20.5926431	20.29930399	19.90863297	26.67185143	28.75735872	29.40087672
Kctd17	ENSMUSG00000033287.15	chr15	-0.510732679	0.702	5.310445215	1.45E-10	4.03E-09	19.71359457	20.90403376	24.5912299	14.00019121	17.42883365	14.67088855
Eif3d	ENSMUSG00000016554.8	chr15	0.448801649	1.365	7.428180268	1.47E-10	4.11E-09	75.31679148	73.93424144	78.38110597	104.6731104	105.2005298	103.2743664
Npc2	ENSMUSG00000021242.8	chr12	-0.438262775	0.738	8.478989815	1.48E-10	4.11E-09	124.7874171	118.3206625	133.0858986	92.12630509	97.04599538	90.63706233
Gm15557	ENSMUSG00000078972.1	chr2	-0.91131853	0.532	2.35406618	1.50E-10	4.18E-09	4.752359188	4.390917041	5.096045293	2.36670938	2.793094084	2.461831253
Meis1	ENSMUSG00000020160.18	chr11	-0.625367493	0.648	3.906294491	1.51E-10	4.21E-09	1.812405656	1.7917686	1.54286321	1.093004105	1.216754724	1.047117976
Pmvk	ENSMUSG00000027952.16	chr3	0.458426801	1.374	6.843691769	1.54E-10	4.27E-09	54.99996575	57.47337265	56.07597046	76.95287838	77.99470809	78.44562441
Gbp6	ENSMUSG00000104713.4	chr5	-0.873416151	0.546	2.482758842	1.54E-10	4.28E-09	1.074621804	1.32787366	1.190093944	0.67444512	0.630559915	0.667158114
Cacna1c	ENSMUSG00000051331.14	chr6	-0.948487474	0.518	2.175509688	1.55E-10	4.31E-09	0.269225107	0.283221949	0.274039698	0.118751906	0.167718444	0.14305418
Fam175a	ENSMUSG00000035234.18	chr5	0.573808644	1.488	4.419787831	1.58E-10	4.39E-09	5.507225582	6.018162523	5.432078714	9.14000739	8.063153159	8.227949106
Mpp6	ENSMUSG00000038388.14	chr6	0.572903872	1.488	4.445927191	1.60E-10	4.44E-09	2.506528725	3.257330665	2.564171408	4.006656948	4.098132636	4.354154718
Arhgap39	ENSMUSG00000033697.15	chr15	-0.701675333	0.615	3.363303216	1.68E-10	4.65E-09	1.773203774	1.566694595	1.793492007	0.966618615	1.100774273	1.113866117
Surf6	ENSMUSG00000036160.13	chr2	0.521514235	1.435	5.11057512	1.74E-10	4.81E-09	7.007061225	7.102015941	6.621979759	9.706204625	10.13211325	10.14261638
Prmt2	ENSMUSG00000020230.14	chr10	-0.564931242	0.676	4.482735536	1.75E-10	4.85E-09	7.988642205	8.174106997	8.871088088	5.56148677	5.735325821	5.758042155
Arhgef2	ENSMUSG00000028059.14	chr3	0.444633465	1.361	7.610304978	1.76E-10	4.86E-09	17.1759989	17.67252951	17.19603053	23.63040354	23.83766863	23.91514869
Cenpf	ENSMUSG00000026605.14	chr1	0.984706171	1.979	2.088517254	1.78E-10	4.93E-09	0.207292757	0.130876812	0.193319697	0.426725837	0.301652215	0.342054279
Sord	ENSMUSG00000027227.7	chr2	-0.504329398	0.705	5.398219024	1.80E-10	4.97E-09	21.0828279	19.80073159	21.88155812	14.50094477	14.66411408	15.44441624
Fam124a	ENSMUSG00000035184.15	chr14	-1.145063669	0.452	1.578655204	1.81E-10	5.00E-09	0.822901118	0.929948451	0.967350652	0.328105458	0.533982828	0.367740288
Mical1	ENSMUSG00000019823.17	chr10	-0.66130964	0.632	3.644552956	1.83E-10	5.03E-09	2.512974745	2.35723024	2.660758198	1.70887983	1.498347448	1.599026902
Psat1	ENSMUSG00000024640.9	chr19	0.433987685	1.351	8.828700298	1.84E-10	5.06E-09	87.26091567	97.22656404	87.12904468	125.0696653	122.9093395	121.8201819
Esrra	ENSMUSG00000024955.13	chr19	0.465316057	1.381	6.462074419	1.84E-10	5.06E-09	28.98008254	28.95687867	29.06200057	37.78935574	43.03927639	40.20347129
Rif1	ENSMUSG00000036202.15	chr2	0.476141933	1.391	6.081211033	1.90E-10	5.24E-09	5.297979752	5.651959766	5.09133639	7.837764301	6.771412837	7.879457445
Zan	ENSMUSG00000079173.11	chr5	-0.740334723	0.599	3.117670214	1.93E-10	5.32E-09	0.55437063	0.448554792	0.618466287	0.354009763	0.308236112	0.31919725
Gadd45g	ENSMUSG00000021453.2	chr13	0.461910484	1.377	6.575295312	1.96E-10	5.39E-09	64.91027183	70.84504806	68.26520566	89.23658317	101.8657842	92.01233553
Sh2d3c	ENSMUSG00000059013.12	chr2	-0.964231539	0.513	2.128791404	1.97E-10	5.40E-09	1.192115568	0.970458474	1.079179197	0.460421889	0.60264803	0.609260624
Sh3rf3	ENSMUSG00000037990.18	chr10	-1.205256794	0.434	1.405012574	1.97E-10	5.40E-09	0.588999192	0.430308831	0.45611211	0.184831365	0.24883869	0.209297234
Rftn2	ENSMUSG00000025978.14	chr1	-0.637855359	0.643	3.801886155	1.98E-10	5.42E-09	3.342096386	2.408235884	2.840342366	1.896904374	1.713791179	1.967452264
Natd1	ENSMUSG00000018931.3	chr11	-0.468320957	0.723	6.296858484	1.99E-10	5.46E-09	22.49774432	20.21928014	21.46377875	14.92669383	16.96103925	14.85419154
Tspan3	ENSMUSG00000032324.10	chr9	-0.446417569	0.734	7.35038521	2.02E-10	5.52E-09	113.2106297	104.3307445	107.9102604	78.70170877	82.647926	79.33750944
Isg20	ENSMUSG00000039236.18	chr7	0.713095117	1.639	3.309388414	2.04E-10	5.59E-09	3.898604652	4.095491286	3.895510674	6.275346817	7.051187662	6.294468792
Notch2	ENSMUSG00000027878.11	chr3	-0.473284247	0.72	6.123374747	2.12E-10	5.79E-09	7.551321173	7.316682444	7.579917288	5.70577819	5.069874828	5.526237358
Srm	ENSMUSG00000006442.10	chr4	0.482792107	1.397	5.85039249	2.20E-10	6.02E-09	28.9103844	30.42454767	30.35347007	40.41596844	44.61083239	41.25103995
6430571L13Rik	ENSMUSG00000037977.6	chr9	0.634801219	1.553	3.827547858	2.22E-10	6.07E-09	3.13103536	4.340080286	3.842079602	5.810184124	5.896260676	5.958963477
Laptm4a	ENSMUSG00000020585.4	chr12	-0.430874194	0.742	8.982826762	2.27E-10	6.19E-09	335.4324985	315.2686219	328.4052754	245.6346421	249.6408779	236.6587895
Zc3hav1	ENSMUSG00000029826.14	chr6	0.476334778	1.391	6.008434992	2.27E-10	6.19E-09	7.877622467	8.06582955	8.672403225	11.24561666	11.07451793	12.20462126
Ncam1	ENSMUSG00000039542.15	chr9	-0.588070875	0.665	4.22009322	2.28E-10	6.21E-09	3.241164203	2.591319718	2.505577332	1.533596814	1.884612007	2.170419218
Pbk	ENSMUSG00000022033.9	chr14	1.421938775	2.679	0.98961315	2.30E-10	6.25E-09	0.774035705	0.418883049	0.475951644	1.674120153	1.397488828	1.488327824
Gfod2	ENSMUSG00000013150.15	chr8	-0.499378054	0.707	5.407919776	2.40E-10	6.54E-09	10.98087568	10.28195517	10.9490375	6.890272633	9.244661544	6.805543128
Tbx18	ENSMUSG00000032419.8	chr9	-0.658563314	0.634	3.612929924	2.41E-10	6.55E-09	3.37906452	3.045695137	3.015030844	1.951932044	2.132612974	1.938671039
Iars	ENSMUSG00000037851.13	chr13	0.448550129	1.365	7.106635704	2.44E-10	6.64E-09	21.07684228	23.60034622	21.32286161	29.87868297	29.0834231	31.80408962
B4galt5	ENSMUSG00000017929.13	chr2	-0.577000229	0.67	4.311473244	2.47E-10	6.70E-09	5.792331261	4.822495437	5.812468306	3.641548589	4.27608225	3.178700478
Ggta1	ENSMUSG00000035778.17	chr2	-0.600191876	0.66	4.102245185	2.47E-10	6.70E-09	4.710292456	3.909372124	4.457649998	2.990344622	2.742615598	2.974610552
Parp8	ENSMUSG00000021725.8	chr13	-0.876963095	0.545	2.420554257	2.48E-10	6.73E-09	2.538185014	2.130456048	1.94957338	1.19637129	1.28063016	1.150947812
Zmiz1	ENSMUSG00000007817.14	chr14	0.454183841	1.37	6.790185652	2.49E-10	6.76E-09	7.216798084	7.608231383	7.428041018	10.13290915	9.913276655	10.6803606
Ces1g	ENSMUSG00000057074.6	chr8	-2.99119116	0.126	-0.605765253	2.51E-10	6.82E-09	0.647510638	0.193330638	0.4015842	0.022421252	0.020962332	0.109435869
Ptges2	ENSMUSG00000026820.5	chr2	0.462138187	1.378	6.431272409	2.61E-10	7.09E-09	14.08350868	14.51287002	14.20926321	19.32930022	20.13010544	19.96421819
Wnt4	ENSMUSG00000036856.4	chr4	-2.176557432	0.221	-0.060264782	2.62E-10	7.11E-09	0.343256342	0.1651193	0.495421232	0.063831605	0.083549439	0.074773349
Pam	ENSMUSG00000026335.16	chr1	-0.513780641	0.7	5.136954754	2.65E-10	7.16E-09	3.690015303	3.256211749	3.436203675	2.431269168	2.39935153	2.500813911
Il1rl2	ENSMUSG00000070942.8	chr1	-0.831151933	0.562	2.621939599	2.69E-10	7.26E-09	1.236703757	1.118263916	1.063659697	0.675955328	0.668714406	0.590799469
Blcap	ENSMUSG00000067787.10	chr2	-0.468929736	0.723	6.161907723	2.72E-10	7.34E-09	27.66708537	25.2797757	28.62557632	19.17868071	20.74374	19.4775852
Foxo3	ENSMUSG00000048756.11	chr10	-0.482404952	0.716	5.772544626	2.76E-10	7.47E-09	7.845401555	8.346528723	8.93694138	6.06775763	5.884515168	6.178652918
Qsox1	ENSMUSG00000033684.14	chr1	0.43472644	1.352	7.997996633	3.01E-10	8.12E-09	25.12579017	26.797781	26.38459696	34.36216565	36.48544145	35.82570549
Tpra1	ENSMUSG00000002871.14	chr6	-0.530215004	0.692	4.836418149	3.02E-10	8.16E-09	7.797814106	7.955595146	8.39196404	5.237380858	5.952719422	5.651456155
Epb41l2	ENSMUSG00000019978.15	chr10	-0.446923938	0.734	7.028135371	3.10E-10	8.35E-09	34.94888852	32.65533772	33.16674069	24.58803703	24.56926235	25.3488187
Zfp180	ENSMUSG00000057101.8	chr7	0.549600041	1.464	4.60431407	3.13E-10	8.43E-09	4.010629186	4.74582199	4.112597956	6.105660954	5.96085988	6.900104359
Mlkl	ENSMUSG00000012519.14	chr8	-0.606378293	0.657	3.972623302	3.20E-10	8.62E-09	8.12636661	8.720277898	7.68037774	5.068234945	5.803516848	5.333323594
Cd274	ENSMUSG00000016496.7	chr19	0.608618981	1.525	3.976848509	3.20E-10	8.62E-09	3.915763223	3.298123536	2.9712648	5.986882858	4.781911993	4.906304311
Pogk	ENSMUSG00000040596.15	chr1	0.560496622	1.475	4.46159876	3.22E-10	8.66E-09	1.613035055	1.932469406	1.967452572	2.781545071	2.699771725	2.709835791
Syt11	ENSMUSG00000068923.14	chr3	-0.575542314	0.671	4.303304833	3.28E-10	8.82E-09	4.742894776	3.725319818	5.035966163	3.085991349	2.971745897	3.092815358
Tarbp2	ENSMUSG00000023051.10	chr15	0.496807052	1.411	5.417328012	3.28E-10	8.82E-09	7.489764352	7.763910219	7.940579378	10.22817201	11.43335101	11.31733846
Gap43	ENSMUSG00000047261.9	chr16	-2.860448983	0.138	-0.547655281	3.39E-10	9.11E-09	0.630167258	0.75783579	0.664648658	0.140622324	0.032868056	0.102954507
Insig1	ENSMUSG00000045294.11	chr5	-0.426133266	0.744	9.069734651	3.41E-10	9.14E-09	184.2811941	212.3840192	198.5522476	145.7040389	149.3325657	151.4598377
App	ENSMUSG00000022892.10	chr16	0.427136359	1.345	8.857928682	3.44E-10	9.23E-09	126.2579788	125.5101203	126.2088757	166.5825628	173.5868499	172.0218513
Siah2	ENSMUSG00000036432.8	chr3	0.675493558	1.597	3.487065688	3.58E-10	9.58E-09	2.435719842	3.001878787	3.055557183	4.195517915	5.074240462	4.374427935
Lep	ENSMUSG00000059201.12	chr6	-3.281706518	0.103	-0.770888956	3.58E-10	9.59E-09	0.349738027	0.137648647	0.30180677	0.015963611	0.059699523	0
Thoc6	ENSMUSG00000041319.13	chr17	0.591694093	1.507	4.143420111	3.61E-10	9.67E-09	6.974124009	7.149559746	6.495251124	10.38597547	10.92085786	9.983792232
Kif23	ENSMUSG00000032254.9	chr9	1.082695	2.118	1.725451992	3.67E-10	9.82E-09	0.576339065	0.674369797	0.529188567	1.564182001	1.257666458	0.977230663
Slc7a6	ENSMUSG00000031904.4	chr8	-0.488890704	0.713	5.532651348	3.78E-10	1.01E-08	14.83787658	13.95541401	14.4690177	10.46436501	10.21291579	10.3972643
Dhrs13	ENSMUSG00000020834.17	chr11	0.653565115	1.573	3.613872255	3.80E-10	1.01E-08	4.879230979	5.134270053	4.279481581	7.267768492	7.940066875	7.413509594
Stoml1	ENSMUSG00000032333.5	chr9	-0.626704435	0.648	3.81491876	3.82E-10	1.02E-08	8.882052977	7.551278714	9.116318386	5.443117202	5.366061707	5.892154984
Rlf	ENSMUSG00000049878.12	chr4	0.517249765	1.431	5.013084019	3.85E-10	1.03E-08	3.714796417	3.929839343	3.658495255	5.706545448	5.270776061	5.323862476
Plag1	ENSMUSG00000003282.9	chr4	-0.708900617	0.612	3.229015797	3.86E-10	1.03E-08	1.388421416	1.475538518	1.211550556	0.813822498	0.790359217	0.905288791
Fmo4	ENSMUSG00000026692.12	chr1	-1.416947888	0.375	0.921182777	3.96E-10	1.06E-08	0.690401751	0.731678496	0.704225795	0.361086795	0.216058483	0.225590812
Mctp1	ENSMUSG00000021596.16	chr13	-1.827733003	0.282	0.304496268	3.99E-10	1.06E-08	0.253807753	0.154961833	0.240600876	0.111096442	0.036659136	0.038276508
Sdc3	ENSMUSG00000025743.14	chr4	-0.599794882	0.66	4.022842267	4.16E-10	1.11E-08	3.383081935	2.929302956	3.415980208	2.07409123	2.081224646	2.321407237
Lifr	ENSMUSG00000054263.11	chr15	-0.516670697	0.699	4.982741039	4.29E-10	1.14E-08	3.871187212	3.474842163	3.403941193	2.560476598	2.568322014	2.443829032
Pdhb	ENSMUSG00000021748.8	chr14	0.423672891	1.341	9.091184429	4.31E-10	1.14E-08	301.7109987	325.7752088	309.7231887	415.0672911	435.3533424	416.5135379
Prdx2	ENSMUSG00000005161.15	chr8	-0.434532589	0.74	7.62360371	4.32E-10	1.15E-08	75.43348862	72.14595477	74.48276512	55.08676682	58.5268871	51.95811277
Stip1	ENSMUSG00000024966.8	chr19	0.435173737	1.352	7.544430259	4.56E-10	1.21E-08	72.43356479	75.58231482	70.09593991	99.839844	98.96428073	98.37564487
Usf2	ENSMUSG00000058239.13	chr7	0.481185795	1.396	5.672718492	4.58E-10	1.21E-08	15.68801903	16.63139392	15.53489065	22.96386158	22.96136876	21.37192124
Smco4	ENSMUSG00000058173.11	chr9	-0.731677655	0.602	3.073577383	4.61E-10	1.22E-08	10.25368305	10.16336032	11.10832839	7.478531464	6.383921333	5.290138788
Pappa2	ENSMUSG00000073530.11	chr1	-1.999634349	0.25	0.068103892	4.63E-10	1.23E-08	0.17092792	0.123334204	0.150090177	0.046811497	0.029177025	0.035541675
Thbs3	ENSMUSG00000028047.11	chr3	-0.781536023	0.582	2.81789809	4.66E-10	1.23E-08	1.768829421	1.639261822	2.054632327	1.043529606	1.162451084	0.996998663
Arid3a	ENSMUSG00000019564.12	chr10	-0.620813947	0.65	3.826371237	4.78E-10	1.26E-08	3.441491463	2.718412297	3.026875322	1.771254725	1.962001953	2.292888058
Avpi1	ENSMUSG00000018821.3	chr19	0.503602739	1.418	5.200384138	4.81E-10	1.27E-08	22.47514411	25.44620671	25.30218722	33.26878441	34.83003466	36.49356874
Mras	ENSMUSG00000032470.16	chr9	-0.572835971	0.672	4.258438232	4.81E-10	1.27E-08	4.403451576	4.484995903	4.399956945	2.920090762	2.886089354	3.196669919
Tshr	ENSMUSG00000020963.14	chr12	-1.504206963	0.353	0.748376735	4.89E-10	1.29E-08	0.558029293	0.450020403	0.437322694	0.230736907	0.112997855	0.171611972
S100a11	ENSMUSG00000027907.4	chr3	-0.433531197	0.74	7.580044613	5.02E-10	1.33E-08	448.2565096	409.0463909	428.2998963	341.4740014	321.507866	296.3136141
Bub1b	ENSMUSG00000040084.9	chr2	0.876592104	1.836	2.400953684	5.04E-10	1.33E-08	1.072619195	0.850451301	0.610658484	1.803518313	1.463685667	1.430453528
Limk2	ENSMUSG00000020451.17	chr11	0.517658582	1.432	4.942487155	5.23E-10	1.38E-08	3.741694867	4.182237148	4.402611236	6.031041086	5.901252307	5.853101844
Nhsl1	ENSMUSG00000039835.16	chr10	-2.515827271	0.175	-0.422388912	5.35E-10	1.41E-08	0.108066663	0.081366507	0.103286078	0.028309103	0.008822356	0.013817388
Prex2	ENSMUSG00000048960.13	chr1	-1.076072817	0.474	1.720829695	5.42E-10	1.42E-08	0.346707713	0.19457613	0.240578168	0.103157469	0.123570356	0.147903477
Lamb2	ENSMUSG00000052911.9	chr9	-0.44412107	0.735	6.834388317	5.56E-10	1.46E-08	22.07458474	19.50840279	23.01187951	15.34423194	15.74499331	16.77480221
Chchd1	ENSMUSG00000063787.3	chr14	0.48942662	1.404	5.421699236	5.76E-10	1.51E-08	63.94664891	58.59400419	58.26870435	78.80791263	92.01471167	84.94430825
Ick	ENSMUSG00000009828.15	chr9	-0.54139798	0.687	4.562969719	5.81E-10	1.53E-08	2.243994156	2.488846764	2.519600508	1.565744283	1.71580438	1.73707886
C1qbp	ENSMUSG00000018446.8	chr11	0.436325652	1.353	7.226118874	6.08E-10	1.59E-08	45.39486178	45.068717	43.94490708	63.26134845	60.42038497	59.60904425
Tab3	ENSMUSG00000035476.9	chrX	-0.502056984	0.706	5.149142242	6.15E-10	1.61E-08	6.312524983	6.380260495	6.01059663	4.629172954	4.395819106	4.282725523
